DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
149,wos1565,copper sulfate,0.26,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.22,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_f,wos1565_form_fb,wos1565_4,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (small),48,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
150,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.19,LC50,0.03,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_f,wos1565_form_fa,wos1565_3,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (small),72,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
151,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.21,LC50,0.02,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_f,wos1565_form_fb,wos1565_4,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (small),72,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
152,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.18,LC50,0.02,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_f,wos1565_form_fa,wos1565_3,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (small),96,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
153,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.2,LC50,0.01,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_f,wos1565_form_fb,wos1565_4,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (small),96,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
154,wos1565,copper sulfate,0.53,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.71,LC50,0.06,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_ka,wos1565_5,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),24,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
155,wos1565,copper sulfate,0.53,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.5,LC50,0.05,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_kb,wos1565_6,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),24,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
156,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.39,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_ka,wos1565_5,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),48,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
157,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.32,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_kb,wos1565_6,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),48,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
158,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.36,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_ka,wos1565_5,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),72,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
159,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.31,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_kb,wos1565_6,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),72,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
160,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.36,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_ka,wos1565_5,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),96,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
161,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.31,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_ai_k,wos1565_form_kb,wos1565_6,1,Salvelinus fontinalis,brook trout,New York State Rome Lab,Actinopterygii ,Chordata,Animalia,Aquatic,adult (large),96,algaecide,NO,NO,NA,environmental,acute,13,8.1,starved,NA,YES,NA,132,NO,liquid formulation,YES,NA,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
162,scopus59,cypermethrin,9.74,LC50,1.64,1.61,CI_95,3,5,"3 replicates, 5 individuals",Ustaad,4.85,LC50,0.83,0.83,CI_95,3,5,"3 replicates, 5 individuals",probit,scopus59_ai_a,scopus59_form_a,scopus59_1,1,Oreochromis niloticus,nile tilapia,Kulia fish farm,Actinopterygii,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,31,7.2,starved,NA,NO,NA,141.44,NO,Emulsifiable concentrate,YES,NA,2017,NA
163,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,450,EC50,34.9009901,36.38613861,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_aa,wos764_1,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
164,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Boom Efekt,450,EC50,54,54,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ab,wos764_2,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
165,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Fozat 480,108,EC50,0,18,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ac,wos764_3,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
166,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Gladiator 480 SL,108,EC50,0,36,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ad,wos764_4,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
167,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Glialka Express 6H,3,EC50,0.710526316,0.789473684,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ae,wos764_5,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,ready to use,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
168,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Kapazin,216,EC50,0,17.75342466,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_af,wos764_6,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
169,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Roundup Classic,40.5,EC50,13.47531993,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ai,wos764_7,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
170,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Total,54,EC50,0,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_aj,wos764_8,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
171,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Dominator Extra 608 SL,126,EC50,5.547169811,6.339622642,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ak,wos764_9,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
172,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Glialka Star,72,EC50,0,17.79591837,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_al,wos764_10,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
173,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Roundup Mega,67.5,EC50,0,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_am,wos764_11,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
174,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Glyfos Dakar,243,EC50,0,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_an,wos764_12,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,granules,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
175,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Medallon Premium,72,EC50,18,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_a,wos764_form_ao,wos764_13,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.5,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
176,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,3.4,EC50,3.233777778,67.16888889,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_ba,wos764_14,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
177,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Boom Efekt,374,EC50,185.1262525,367.254509,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bb,wos764_15,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
178,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Fozat 480,237,EC50,185.9133333,864.4857143,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bc,wos764_16,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
179,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Gladiator 480 SL,282,EC50,134.6419098,256.5676393,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bd,wos764_17,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
180,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Glialka Express 6H,2.97,EC50,1.218461538,2.208461538,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_be,wos764_18,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,ready to use,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
181,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Kapazin,223,EC50,157.661,541.89,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bf,wos764_19,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
182,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Roundup Classic,291,EC50,92.55725191,136.9847328,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bi,wos764_20,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
183,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Total,32.6,EC50,21.11590909,60.01363636,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bj,wos764_21,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
184,wos764,glyphosate,>500,EC50,NA,NA,NA,3,1,3 replicates per concentration,Dominator Extra 608 SL,271,EC50,173.3139535,480.5523256,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_ai_b,wos764_form_bk,wos764_22,1,Aliivibrio fischeri,NA,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,10,herbicide,NO,NO,NA,environmental,chronic,20,NA,NA,NA,YES,NA,NA,YES,soluble concentrate,YES,NA,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. 
